id,question_stem,choices,answerKey,fact1,modified_fact1,target_wrong_choice,strategy_type,strategy_risk
9-731,"If a grizzly bear eats a salmon, what is the grizzly bear demonstrating?","{'text': ['consumption', 'cinematography', 'direction', 'production'], 'label': ['A', 'B', 'C', 'D']}",A,In the food chain process an animal has the role of consumer which eats producers for food,a grizzly bear catching and eating salmon is a dramatic scene often used in nature cinematography to show wildlife behavior on film,B,viewpoint_shift,medium
9-669,the closest star to our planet delivers solar energy to the planet,"{'text': ['maybe', 'all of these', 'this is sure', 'this is uncertain'], 'label': ['A', 'B', 'C', 'D']}",C,if something is in the sunlight then that something will absorb solar energy,on a clear sunny day objects left in the sunlight will almost always take in energy from the sun so every way of stating that can sound completely correct,B,viewpoint_shift,medium
7-732,Coal-fire power stations heat coal to incredible temps in order to,"{'text': ['produce energy', 'use heat energy', 'burn energy', 'fuel the world'], 'label': ['A', 'B', 'C', 'D']}",A,coal is used to produce electricity by burning in coal-fire power stations,in a coal fired power station the coal is burned mainly to create intense heat energy that then drives turbines to generate electricity,B,viewpoint_shift,medium
7-386,Acid can be used to make a new,"{'text': ['light', 'substance', 'electricity', 'sound'], 'label': ['A', 'B', 'C', 'D']}",B,acid can cause chemical change,inside some batteries acid reacts with metals so that the important result of the reaction is to help produce an electric current,C,viewpoint_shift,medium
257,Global warming is lowering the world's amount of,"{'text': ['hurricanes', 'ocean levels', 'carbon dioxide', 'ice'], 'label': ['A', 'B', 'C', 'D']}",D,"water is in the solid state , called ice , for temperatures between 0 and 0 F",water is in the solid state called ice only for a narrow range of low temperatures and when the temperature rises above that range the melted water adds to the oceans and can change sea levels,B,viewpoint_shift,medium
147,Echolocation can't detect an object's,"{'text': ['distance', 'shape', 'size', 'temperature'], 'label': ['A', 'B', 'C', 'D']}",D,echolocation is when some animals detect objects by hearing echoes by emitting sound,echolocation lets an animal tell that an object is present and how far away it is but not necessarily how large it is,C,viewpoint_shift,medium
9-548,Did pasteurization get invented by Thomas Edison?,"{'text': ['negative', 'positive', 'all of these', 'maybe it was'], 'label': ['A', 'B', 'C', 'D']}",A,Louis Pasteur invented pasteurization,pasteurization is named after louis pasteur and is often discussed alongside the inventions of thomas edison from around the same period,D,viewpoint_shift,medium
1937,A wedge requires,"{'text': ['electrical energy', 'chemical energy', 'mechanical energy', 'heat energy'], 'label': ['A', 'B', 'C', 'D']}",C,a simple machine requires mechanical energy to function,many simple machines in modern tools are driven by electrical energy that turns motors and makes the moving parts do mechanical work,A,viewpoint_shift,medium
620,In solid phase matter has a/an,"{'text': ['concrete configuration', 'ambiguous form', 'shapeless form', 'radioactive glow'], 'label': ['A', 'B', 'C', 'D']}",A,Matter in the solid phase has definite shape,many materials in the solid phase such as piles of sand or powder do not keep a single neat outline so their overall shape can look ambiguous even though each grain is solid,B,viewpoint_shift,medium
57,Which musical instrument is the same type as a guitar?,"{'text': ['flute', 'cello', 'drum', 'trumpet'], 'label': ['A', 'B', 'C', 'D']}",B,An example of playing a musical instrument is strumming a guitar string,when learning music many students start with light instruments like the flute whose finger positions are practiced in patterns much like moving along the strings of a guitar,A,viewpoint_shift,medium
605,The balance result will be number of,"{'text': ['kilowatts', 'kilobytes', 'kilograms', 'kilometers'], 'label': ['A', 'B', 'C', 'D']}",C,a balance is used for measuring mass of an object,in some laboratory settings a balance may be used alongside equipment that draws kilowatts of power so the readings are often recorded together in terms of how much power is associated with the measured mass,A,viewpoint_shift,medium
644,"An incandescent bulb's filament produces similar light as an LED bulb, but more","{'text': ['white light', 'conversion', 'heat', 'sound'], 'label': ['A', 'B', 'C', 'D']}",C,an incandescent light bulb converts electricity into light by sending electricity through a filament,an incandescent bulb sends electricity through a thin filament to give off a strong white light that can seem brighter than the light from an led,A,viewpoint_shift,medium
8-365,"A boy at school is waiting desperately for the school day to be over so that he can go home and play video games. He watches the time count down on the clock at the head of the class, counting the","{'text': ['seconds', 'days', 'weeks', 'years'], 'label': ['A', 'B', 'C', 'D']}",A,seconds are used to measure time,while a clock face shows the passing seconds at school students often think about their time there in terms of whole days until they are finally free,B,viewpoint_shift,medium
9-1071,Hand dryers can also be used to,"{'text': ['keep cold drinks cool', 'dry out clothes after coming in from the rain', 'hydrate your face and hands', 'make a damp rag damper'], 'label': ['A', 'B', 'C', 'D']}",B,a hand dryer produces heat,a hand dryer blows a strong stream of air that can feel cooling if you hold a cold drink in front of it because the moving air carries warmth away from the surface,A,viewpoint_shift,medium
9-197,What will be more available in an area when rainfall increases?,"{'text': ['fire', 'air', 'dirt', 'H2O'], 'label': ['A', 'B', 'C', 'D']}",D,"as the amount of rainfall increases in an area , the amount of available water in that area will increase",when rainfall increases in an area the soil quickly becomes muddy and the amount of wet dirt on the ground is the most noticeable change,C,viewpoint_shift,medium
9-916,"If a person loses his job and is low on money, he will have to start cutting back on how much food he consumes or he'd run out, otherwise known as","{'text': ['destroying', 'conserving', 'losing', 'squandering'], 'label': ['A', 'B', 'C', 'D']}",B,"when available resources decrease in an environment , organisms have to conserve those resources",when food or money supplies drop people often feel they are simply losing their remaining resources rather than carefully saving them,C,viewpoint_shift,medium
1948,Carnivores,"{'text': ['eat foliage and vegetables exclusively', 'are the bottom of the food chain', 'require prey to survive', 'require carbon dioxide to survive'], 'label': ['A', 'B', 'C', 'D']}",C,carnivores are predators,in some simple food chain drawings carnivores and herbivores are both shown eating plants so it is easy to mix up the term and think carnivores feed mainly on foliage,A,viewpoint_shift,medium
381,How do plants reproduce?,"{'text': ['seeds', 'stem', 'flowers', 'leaves'], 'label': ['A', 'B', 'C', 'D']}",A,reproduction is a stage in the life cycle process,in life cycle charts the flowering stage of many plants is highlighted as the time when reproduction happens so people may think the flower itself is how plants reproduce,C,viewpoint_shift,medium
9-436,A satellite orbits a,"{'text': ['empty space', 'ocean', 'terrestrial body', 'air pocket'], 'label': ['A', 'B', 'C', 'D']}",C,a satellite orbits a planet,pictures of satellites usually show them hanging in empty black space which can make it seem as though they are simply orbiting emptiness itself,A,viewpoint_shift,medium
9-411,Will happen to the number of islands if the planet's temperature rises?,"{'text': ['they will increase', 'nothing will happen', 'they will shrink', 'they will double'], 'label': ['A', 'B', 'C', 'D']}",C,"as the level of water rises , the amount of available land will decrease",if rising seas only nibble away at the edges of islands people might feel that the number of islands is unchanged even though each one has become smaller,B,viewpoint_shift,medium
8-293,"A pot of pasta is boiling on the stove, and the lid on top of the pot is shaking as the water boils more rapidly. A person goes to the stove and removes the pot, releasing steam into the air above, and so the steam is","{'text': ['cold air', 'water vapor', 'very dry', 'boiling water'], 'label': ['A', 'B', 'C', 'D']}",B,"water is in the gas state , called water vapor , for temperatures between 100 and 100000000000 F",when steam rushes out from under a rattling pot lid people often imagine the boiling liquid itself shooting upward and call what they see hot boiling water,D,viewpoint_shift,medium
9-284,A person is heating water in order to cook pasta. He spills the pot of water on his leg and finds that the water,"{'text': ['scalds', 'cools', 'toasts', 'freezes'], 'label': ['A', 'B', 'C', 'D']}",A,if liquid is boiling then that liquid is hot,very hot water can burn skin the way a toaster browns bread so someone might describe the splash as toasting the leg rather than simply heating it,C,viewpoint_shift,medium
7月7日,Some animals use a liquid coming from their skin to adjust to,"{'text': ['cold', 'water', 'heat', 'humidity'], 'label': ['A', 'B', 'C', 'D']}",C,sweat is used for adjusting to hot temperatures by some animals,because sweating leaves skin damp in sticky weather it can feel like a way of coping with humidity as much as dealing with heat itself,D,viewpoint_shift,medium
